course_code,course_name,credits,description
OPT-134,Ocular Anatomy and Pathology,3.00,Focuses on the structures and functions of the eye and orbit. Explains the clinical manifestations of select pathophysiologic conditions of the eye specific to ophthalmic technology.
OPT-150,Applied Ophthalmic Optics,3.00,"Studies the fundamental optical principles including the electromagnetic spectrum, properties of light as waves and particles, geometric optics, and object-image relationships. Develops the clinical applications of optical principles."
OPT-160,Ocular Measurements I,5.00,"Discusses basic ophthalmic equipment and measurement protocol, instrument calibration, maintenance, and infection control. Students apply concepts to specific clinical situations related to vision care. "
OPT-161,Ocular Measurements,4.00,"Discusses basic ophthalmic equipment and measurement protocol, instrument calibration, maintenance, and infection control. Students apply concepts to specific clinical situations related to vision care. "
OPT-180,Ocular Measurements II,5.00,"Offers an overview of special tests and procedures ordered for subspecialty services such as cornea and external disease, glaucoma, neuro-ophthalmology, oculoplastics, pediatric ophthalmology, and retina. Presents a decision-making approach to the process of data collection. Emphasizes designing an appropriate examination strategy based upon the type of problem presented."
OPT-200,Clinical Optical Procedures,5.00,"Focuses on the physiology of image formation and refractive errors, optical calculations involving use of the retinoscope, phoropter, trial lenses and trial frame, accommodation rulers, and instruments used in evaluating contact lenses."
OPT-202,Optical Clinical Procedures,4.00,"Focuses on the physiology of image formation and refractive errors, optical calculations involving use of the retinoscope, phoropter, trial lenses and trial frame, accommodation rulers, and instruments used in evaluating contact lenses."
OPT-220,Ophthalmic Photography,2.00,"Introduces imaging procedures for external and internal ocular structures, including slit lamp and fundus photography, fluorescein angiography, optical coherence tomography, and other relevant imaging techniques."
OPT-240,Ophthalmic Surgical Assisting,2.00,"Introduces ophthalmic surgical procedures, including the indications, goals, and steps of select ophthalmic procedures. Emphasizes principles of asepsis, and care and maintenance of ophthalmic surgical instruments."
OPT-250,Ophthalmic Surgical Assisting and Current Issues,2.00,"Introduces ophthalmic surgical procedures, including the indications, goals, and steps of select ophthalmic procedures. Emphasizes principles of asepsis, and care and maintenance of ophthalmic surgical instruments.  Also, explores issues and trends in healthcare delivery, including certification requirements and systematic review for the national certification examination for ophthalmic technicians."
OPT-260,Current Issues in Vision Care,1.00,"Explores issues and trends in healthcare delivery, including certification requirements and systematic review for the national certification examination for ophthalmic technicians."
OPT-290,Clinical Externship I,4.00,"Offers structured clinical experiences in which students observe and participate in selective practical activities at affiliating ophthalmology clinics. Discusses skill development in charting, communicating with patients, performing non-invasive tests, calibrating, and maintaining ophthalmic equipment typical to a standard exam room. Requires students to document 240 clinical hours."
OPT-293,Clinical Externship II,6.00,"Continues structured clinical experiences while emphasizing speed, accuracy, and clarity in advanced clinical skills. Students must document 360 clinical hours."
OPT-295,Ophthalmic Externship III,3.00,"Continues structured clinical experiences with emphasis on gaining autonomy in performing basic procedures, while adding new experiences in digital imaging and surgical assisting. Students must document 168 clinical hours."
OPT-297,Clinical Externship III,6.00,"Continues structured clinical experiences with emphasis on gaining autonomy in performing basic procedures, while adding new experiences in digital imaging and surgical assisting. Students must document 320 clinical hours."
PHIL-130,Introduction to Philosophy,3.00,"An introduction to the perennial problems that have occupied philosophers primarily in the Western tradition, including appearance vs. reality, the mind/body problem, free will vs. determinism, the nature of morality, the existence of God, and the justification of political power."
PHIL-131,Introduction to Logic,3.00,"Examines the methods and principles of assertion and validity in argumentation. Includes the study of the nature of logic and its relationship to language, informal fallacies, and both traditional and modern symbolic methods of deduction."
PHIL-133,History of Philosophy to the 18th Century,3.00,"Introduces the history of Western philosophy from its origins in ancient Greece to the rise of science. Includes a study of pre-Socratics, major Greek philosophers, medieval philosophy, and rationalist and empiricist philosophy of the modern era."
PHIL-135,History of Modern Philosophy,3.00,"A continuation of the history of Western philosophy focusing on the major philosophers and major developments through the twentieth century from Descartes through Wittgenstein. Examines influential currents such as rationalism, empiricism, idealism, romanticism, Marxism, Darwinism, positivism, pragmatism, phenomenology, existentialism and analysis."
PHIL-137,Topics in Philosophy,3.00,"A non-historical approach to philosophy for serious students interested in the professions or for professionals interested in focusing on topics of professional or personal significance. Section offerings are sufficiently diverse to acquaint serious students or professionals with the extensive scope of philosophy. Diverse areas such as philosophy of religion, philosophy of science, aesthetics, philosophy of law, business ethics, biomedical ethics, philosophy of language, etc. may be the current topic offered that semester. Topics vary each semester and with each instructor."
PHIL-138,Moral Issues in Biotechnology,3.00,Introduces moral dilemmas that arise in the context of biotechnology and the theories and skills required to engage in high quality dialogue concerning those dilemmas. Includes study of the basic nature of biotechnology and the most influential theories of ethics and justice as relates to biotechnological research and products.
PHIL-139,Ethics,3.00,"Emphasizes practical and normative ethical questions as well as analytical or metaethical questions. Provides a systematic examination of problems by covering various classical and contemporary theories which include standards of criteria of moral action, the nature and justification of moral judgments, the nature of ethical knowledge, the meaning of ethical terms, intelligent decision-making, and free will vs determinism."
PHIL-201,Eastern Philosophy,3.00,"An exploration of the metaphysical, epistemological, and ethical frameworks of select philosophical traditions rooted in East Asia."
PHYS-131,General Physics I,4.00,"Introduces the principles of physics, including units on mechanics, heat, and sound. Partially fulfills the physics requirement in pre-medicine, pre-dentistry, teaching, and law. Three hours of lecture and three hours of laboratory per week."
PHYS-132,General Physics II,4.00,"Builds on the concepts introduced in PHYS-131. Topics include electricity, magnetism, light, and modern physics. Three hours of lecture and three hours of laboratory per week."
PHYS-133,Principles of Physics,4.00,"Explores physical principles of motion, energy, fluids, electro-magnetism, waves, light, radiation, and the atom. Course is designed to meet the need for a one semester course in physics in many program areas including Allied Health, Teacher Education, Business, and Social Science. Three hours of lecture and two hours of laboratory per week."
PHYS-231,Engineering Physics I,5.00,"Designed to meet the requirements of engineering students and physics majors. Covers kinematics, dynamics, energy, rotational motion, gravitation, simple harmonic motion, and thermodynamics. Four hours of lecture and three hours of laboratory activities per week. NOTE: Recommended co-requisite is MATH-183."
PHYS-232,Engineering Physics II,5.00,"Designed to meet the requirements of engineering students and physics majors. Covers electrostatics, including electric fields, forces, and potential; electrical circuits, including resistors, capacitors, and inductors; magnetic fields and forces; induction; electromagnetic waves; and optical systems, including diffraction, refraction, and image formation. Four hours of lecture and three hours of laboratory activities per week."
PLMB-101,Fundamentals of Plumbing and Pipefitting,3.00,"Introduces plumbing principles. Topics include the proper selection of materials for installation and repair of gas, domestic water, sewer, soil, waste, vent systems, and various pipefitting systems. Utilizes blueprints and isometric diagrams throughout the course. Some laboratory activities."
PLMB-110,"Drains, Wastes, and Vents",2.00,"Introduces the Michigan State Plumbing Code and the proper selection of materials for the installation and repair of sewer, soil, waste, and vents systems. Covers proper procedures for the design, sizing, and construction of residential plumbing systems. Introduces commercial systems and plumbing cross-connections. The use of blueprints and isometric diagrams are reviewed throughout the course. Also includes how to test plumbing systems in their various stages."
PLMB-115,Water Supply & Distribution Systems,2.00,"Enables students interested in construction, apprenticeship, multi-skilled technician, and plumbing industries to properly select materials and methods of installation/protection of potable water supply and distribution systems.  Students will review fixtures, choosing materials, appliances, appurtenances and best installation practices for sustainable potable water supply systems and will also become familiar with inspecting, testing, plumbing repair and related systems."
PLMB-118,"Plumbing, Pipefitting Materials Joining",3.00,"Introduces plumbing and pipe-fitting materials joining.  Topics included are mechanical joints/pipe-cutting,  brazing with turbo torches and oxyacetylene, soldering with LP and MAPP gases, plastic PVC pipe-joining, flared fittings, plastic fusion welding, and dielectric fittings.  Students are required to study the theory behind these methods and perform hands-on labs."
PLMB-120,Steam and Hot Water Systems,2.00,"For technical construction apprentices and those interested in seeking basic pipefitting -plumbing skills. Introduces principles of steam and hydronic systems, converter trap sizing, steam traps, and skimming boilers. Also examines the proper selection, sizing, and installation of pipe and fittings related to hydronic and steam systems. Application exercises allow students the opportunity to design and lay out typical systems. Laboratory activities."
PLMB-225,Plumbing Design,4.00,"Topics include health and safety, water supply, water wastes, piping materials, and building plans and drawings.  The proper use of plumbing tools and equipment selection emphasizing overall job safety is integrated into the course material. Also covers the components of plumbing systems and installations. < p>"
PLMB-240,Plumbing Materials and Components,4.00,"Examines water distribution and pipe sizing.  Topics include hot water systems, tanks, drains, wastes, vent systems, construction drawings and diagrams, and system sizing.   Introduces material joining through soldering, and brazing, Includes the various plastic pipes and fittings being used in today's industry. Explores how to  evaluate issues related to water pipe sizing in buildings, including concepts of water flow and water supply fixture units."
PLMB-250,Plumbing Pipefitting Code,2.00,"Explores how to utilize the State of Michigan Plumbing Code to solve real-life problems (International Plumbing Code).  Covers study habits and processes necessary to interpret and apply the code. Also helps prepare students for entry- level positions in the plumbing, multi-skilled maintenance, repair, and apprenticeship fields."
PLMB-255,Plumbing Fixture Installation,4.00,"Covers the operation and availability of common plumbing fixtures and appliances.  Focuses on the selection and installation of fixtures in residential, commercial, and industrial applications. The control and accessories used in fuel burning appliances, the differences in vent capacity and vent type, and the steps necessary to place an appliance in service are covered.  Explores how electricity is incorporated into a piping system including concepts of energy savings and safety."
PLMB-275,Practical Plumbing Lab for State License Preparation,4.00,"For the apprentice and journeyman. Covers the subject of pipes and tubes, their uses, the materials of which they are made, and some of the related general specifications. Also covers existing and new process skills related to plumbing-pipefitting.  Course is 25% lecture related to safety, tools, equipment, and demonstrations prepping; the rest of the course emphasizes laboratory activities."
POLS-101,American Government: Democratic Participation and Civic Engagement,4.00,"Examines principles and problems of American political institutions, including the role of government and politics in society, the balancing of liberty with authority, and the theories of the state. Probes mechanisms of citizen empowerment and control (public opinion, pressure groups, political parties, elections), and formal structure. Public policy as a means to meet societal needs is analyzed and evaluated along with the tools that citizens can use to influence the public policy process. Also examines foreign and domestic public policy and contemporary events. Includes how to write effective arguments as well as how to formally present political arguments."
POLS-131,Introduction to American Government and Political Science,3.00,"Examines principles and problems of American political institutions, including the role of government and politics in society, the balancing of liberty with authority, and theories of the state. Also explores mechanisms of popular control (public opinion, pressure groups, political parties, elections) and formal structure. Additional components include foreign policy, public policy, and contemporary events."
POLS-135,American Legal Systems and Processes,3.00,"Considers legal systems as social/political phenomena and explores the U.S. Constitution, landmark court decisions, and patterns of behavior characterizing legal system participants. This course is appropriate as a lead-in for those interested in the fields of political science, criminal justice, legal secretary, and paralegal, as well as those considering law school."
POLS-150,"Leadership, Organizing and Public Service",3.00,"This course provides the leadership tools and theories to help students create change through hands-on work in community organizations. The course will use a project-based learning to examine the strategic nature of coalition building, networking, and goal/power mapping. This will be done within diverse communities to provide help students advocate with the experience for and effect change within an organization.  The course is designed for both those students already engaged in community-based organizations and partnerships as well as students who are interested in working in/and or developing such organizations."
POLS-152,International Relations,3.00,"Introduces the diverse phenomena of international relations, the complex patterns of political and economic conflict, American foreign policy, and the interdependence between nation-states and non-governmental organizations. Coursework encourages the student to think critically and analytically about the world and develop a healthy skepticism toward simple solutions to complex world problems."
POLS-155,State and Local Government,3.00,"Examines political institutions and processes in the fifty states, including their cultures and constitutions, as well as the public policies of state governments in areas such as education, social welfare, and the environment. Uses Michigan and Metropolitan Detroit as a basis for comparison to study state and local governments. This course is appropriate as a lead-in for those interested in the fields of political science, public administration, and criminal justice."
POLS-200,Introduction to Peace and Conflict Studies,3.00,"Examines social, political, economic, ethnic, cultural, and religious conflict and the methods used to resolve, regulate, and prevent conflict. The mechanisms for developing cooperation to resolve and mitigate conflict among peoples and states are central to this course. Also focuses on international and intra-state conflicts including civil wars, social strife, and rebellion, and employs case studies and other scientific methods to investigate specific conflicts and the strategies of conflict resolution."
POLS-201,Public Policy: Topics and Analysis,3.00,"A special topics course that allows students to explore issues of public policy. Focuses on the basics of public policy including agenda setting, policy formulation, policy implementation, and policy evaluation. Themes may vary. Themes may be specific such as healthcare policy or they might be more general such as state and local economic policy. Guest speakers."
POLS-202,Foreign Policy: Topics and Analysis,3.00,"A special topics course that allows students to explore various issues in foreign policy. Focuses on American foreign policy including military, diplomatic, and trade policy. Themes vary from semester to semester. In addition, themes may be very specific such as nuclear weapons proliferation or more general such as American foreign policy in the Middle East or global trade. Guest speakers."
PSCI-131,Introduction to Physical Science,4.00,"Topics explored include physics, chemistry, astronomy, meteorology, and geology. Non-science majors have an opportunity to better understand and appreciate the interaction between energy and matter in nature. Laboratory experiences are designed to improve scientific interest and to develop confidence in dealing with science."
PSCI-135,Sound & Light in Fine-Arts,4.00,"The physical nature of sound and light waves will be covered focusing on how they relate to music, art, theater, and each other as well as how subjective perceptions of the ear and eye are related to objective properties of waves. Offered as a general education science course for students interested in Fine-Arts, specifically, Music, Art, or Theater."
PSY-131,Introductory Psychology,3.00,"Introduces elementary concepts and principles related to the scientific study of behavior and of the mental processes of cognition and affective states. Variables examined include the history of psychology, the scientific method, theory, biological foundations, psychological processes related to cognition and affective states, developmental changes over time, and applications related to healthy and unhealthy personalities."
PSY-152,Child Psychology,3.00,"Covers physical, cognitive, social, and emotional development through adolescence.  Explores a variety of theories, recent research, and practical application."
PSY-251,Abnormal Psychology,3.00,"This course covers the epidemiology, etiology, treatment, and ethical and legal considerations associated with psychopathology in society. Evidence-based criteria will be used to examine individual, group, community and cross-cultural therapeutic techniques."
PSY-253,Lifespan Development,3.00,"Covers the processes of change and stability in human development from conception through death. Course begins with the study of prenatal concerns and progresses through the years of infancy, childhood, adolescence, adulthood and aging. Discusses theory, research, and application associated with the biological, cognitive, affective, and social domains of development."
PSY-254,Social Psychology,3.00,"This course focuses on how individual thought and behavior are impacted by the presence of others. Major evidence-based topics in the psychological and sociological approach to social psychology are covered. Examples include conformity, group processes, interpersonal attraction, prosocial behavior, aggression and prejudice."
PSY-257,Health Psychology,3.00,"Explores the psychological dimensions of health and the prevention and management of illness. Emphasizes interaction between biological, social, and psychological factors in health and medical problems. Topics include the history and research methods of health psychology, biological foundations of health and illness, stress, prevention and positive psychology, exercise, sleep, and injury control, nutrition and eating disorders, substance abuse, chronic and life-threatening illnesses, complementary and alternative medicine, pain management, and the role of health psychology in healthcare settings."
PTA-102,Introduction to Physical Therapy Practice,2.00,"Introduces the field of physical therapy. Discusses the roles of various health professionals, the concept of the rehab team, the history and scope of physical therapy, legal and ethical issues related to communication and the practice of physical therapy, and organizational structures of various types of physical therapy facilities. Also covers the role of the Physical Therapist Assistant (PTA), various methods of documentation used in physical therapy, and the structure and function of the American Physical Therapy Association (APTA). Examines current issues and trends in physical therapy and the Guide to Physical Therapy Practice."
PTA-110,Therapeutic Techniques for PTAs I,2.00,"Provides instruction in patient care with an emphasis on physical therapy interventions. Covers massage, body mechanics, bed mobility and positioning, passive range of motion (PROM) exercise, transfers, gait training, patient and family education, and the use of wheelchairs and assistive devices. Guided laboratory setting."
PTA-118,Exercise Techniques I,2.00,"Provides instruction in therapeutic exercise procedures utilized by physical therapist assistants. Topics include assessment of joint motion and muscle strength, implications of range of motion (ROM) and muscle testing for exercise prescription, types of exercise, basic exercise programs, and the use of exercise equipment. Theory only-no lab activities."
PTA-122,Exercise Techniques Lab,2.00,"Provides the opportunity for application of the techniques learned in PTA 118. Focuses on therapeutic exercise procedures utilized by physical therapist assistants as well as assessment of joint motion and muscle strength, implications of range of motion (ROM) and muscle testing for exercise prescription, types of exercise, basic exercise programs, and the use of exercise equipment. Guided lab setting."
PTA-132,Kinesiology for PTAs,3.00,"Reviews surface anatomy and functional anatomy, muscles and muscle function, proper posture and analysis of posture, and gait analysis and deviations. Medical Terminology is reinforced.  A lab component familiarizes the student with functional aspects of human motion."
PTA-144,Physical Therapy Modalities,2.00,"Covers the principles, indications, contraindications, and precautions of physical agents including heat, cold, water, electrical stimulation, traction, light, and sound. Guided laboratory setting."
PTA-168,Development Across the Lifespan for PTAs,3.00,"Examines the normal gross motor development of humans from infancy on. Relates early developmental sequence and reflexive maturation to rehabilitation techniques utilized with adult patients. Discusses the development of adults, the aging process, and death and dying.  Psychosocial and cognitive issues throughout the life span are integrated in human development."
PTA-225,Applied Pathology for PTAs,4.00,"Examines the signs, symptoms, etiology, course, prognosis, medical intervention, and treatment of diseases with an emphasis on diseases commonly encountered in physical therapy. Medical Terminology will be reinforced.  Also highlights patient care with emphasis on physical therapy interventions relevant to the body system involved in various pathologies. Topics include aseptic technique and wound care, cardiac rehabilitation and chest physiotherapy (CPT), and selected manual therapy techniques. Guided lab setting."
PTA-250,Extremity Orthopedics,4.00,"Presents the etiology, course, prognosis, medical intervention, and treatment of orthopedic conditions of the extremities. Includes physical therapy intervention. Guided lab setting."
PTA-254,Spinal Orthopedics,3.00,"Presents the etiology, course, prognosis, medical intervention, and treatment of orthopedic conditions of the spine. Covers physical therapy intervention. Guided lab setting."
PTA-262,Rehabilitation of Neurological Conditions I,2.00,Reviews basic neuroanatomy and neurophysiology followed by instruction in the theory and rationale of the treatment approach for the patient with neurological involvement. Emphasizes the functional approach to patient treatment including use of Neurodevelopmental Treatment (NDT) and Proprioceptive Neuromuscular Facilitation (PNF) for adults with neurological conditions such as traumatic brain injury and cerebrovascular accidents.
PTA-265,Rehab of Neurological Conditions Lab,2.00,Applies techniques learned in PTA 262 with an emphasis on the functional approach to patient treatment. Includes the use of Neurodevelopmental Treatment (NDT) and Proprioceptive Neuromuscular Facilitation (PNF) for adults with neurological conditions such as traumatic brain injury (TBI) and cerebrovascular accidents (CVAs). Guided laboratory setting.
PTA-272,Professional Issues in Physical Therapy,2.00,"This is intended to integrate classroom and clinical experiences.  The course facilitates the transition of the PTA student to the PTA professional.  Elements of professionalism are discussed including integrity in practice, advocacy, core and value-based behaviors, ethical principles and reasoning, and professional relationships with other health care professionals, the public, supervisors, PT's and clinical instructors.  The course prepares the student PTA for a career in physical therapy including resume and cover letter writing, interviewing skills, educational opportunities, and continuing education.  The course also offers preparation for the NPTE."
PTA-291,Clinical Externship I,2.00,"A part-time, supervised clinical practicum at affiliated physical therapy departments. Students participate in patient treatment under the delegation and supervision of a licensed physical therapist. Students begin to integrate information from all previous course work to assist in those delegated components of patient care."
PTA-295,Clinical Externship II,9.00,A full-time supervised clinical practicum at affiliated physical therapy departments. Students participate in patient treatment under the delegation and supervision of a licensed physical therapist. Students integrate classroom knowledge and laboratory experience to achieve the competencies of an entry-level physical therapist assistant as outlined by the American Physical Therapy Association (APTA).
RAD-109,Clinical Education I,3.00,"This is an introductory, structured, competency based clinical course designed in concert with American Society of Radiologic Technologists (ASRT) curriculum and American Registry of Radiologic Technologist (ARRT) competencies. Course offers experiences in chart recognition, basic patient assessment, patient communication, and basic departmental procedures and policies. Equipment manipulation, chest, abdomen, and upper extremity radiographic positioning are emphasized."
RAD-111,Principles of Radiation Protection,2.00,"This course provides the student with an overview of the principles of radiation protection including responsibilities of the radiographer to patients, personnel, and the public. The concepts of ""As Low as Reasonably Achievable"", stochastic and nonstochastic effects, and occupational effective dose limits are addressed. Regulatory agencies will be identified and their involvement in radiation protection will be discussed."
RAD-114,Introduction to Radiography and Patient Care,3.00,"This course is designed to introduce the basic concepts of patient care including patient interactions, body mechanics, patient transfer techniques, vital signs, infection control, emergency situations, age specific care, oxygen administration, basic pharmacology and venipuncture."
RAD-118,Radiographic Positioning,3.00,"This lecture/laboratory course is one of a four course curriculum in radiographic positioning and procedures. This course introduces fundamental radiology positioning terminology and provides instruction in standard imaging procedures for chest, abdomen, and upper extremity. Positioning skills will be practiced and reinforced through laboratory assignments. Consideration is given to the evaluation of optimal diagnostic images."
RAD-158,Radiographic Positioning II,3.00,"This lecture/laboratory course is one of a four course curriculum in radiographic positioning and procedures. This course provides instruction in standard imaging procedures for shoulder girdle, lower extremity, and pelvic girdle. Positioning skills will be practiced and reinforced through laboratory assignments. Consideration is given to the evaluation of optimal diagnostic images."
RAD-161,Imaging Equipment,1.00,"This course focuses upon the equipment routinely utilized to produce diagnostic images. The major emphasis will be on the construction and operation of the diagnostic x-ray tube, digital imaging systems, and fluoroscopic imaging systems. Basic principles of advanced imaging equipment such as Computed Tomography (CT) and Magnetic Resonance Imaging (MRI) are introduced."
RAD-171,Principles of Exposure,3.00,"This lecture/lab course focuses upon the factors that govern and influence the production of quality radiographic images. The course details the main properties of radiographic density/brightness, contrast, recorded detail/spatial resolution and distortion. Exposure calculations will be introduced."
RAD-181,Fluoroscopy Studies,1.00,This course is one in a series of four courses in radiographic positioning and procedures. The course provides instruction in standard imaging procedures for contrast studies of the digestive and the genitourinary tracts. Consideration is given to special radiographic contrast studies. Consideration is also given to the evaluation of optimal diagnostic images.
RAD-190,Clinical Education II,3.00,"This is second in a sequence of structured, competency based clinical courses in concert with American Society of Radiologic Technologist (ASRT) curriculum and ASRT competencies. Course offers experiences in chart recognition, basic patient assessment, patient communication, and basic departmental procedures and policies. Equipment manipulation, chest, abdomen, upper extremity, lower extremity and shoulder girdle radiographic positioning are emphasized."
RAD-196,Clinical Education Level 3,4.00,"The third course in a sequence of structured, competency based, clinical courses offering experiences in chart recognition, patient assessment, patient communication, equipment manipulation, and chest, abdomen, lower extremity, upper extremity, shoulder, and pelvis radiographic positioning."
RAD-209,Intermediate Clinical Education,3.00,"This is fourth in a sequence of structured, competency based clinical courses in concert with American Society of Radiologic Technologist (ASRT) curriculum and American Registry of Radiologic Technologist (ARRT) competencies. Course emphasizes increasing technical proficiency in all previously covered radiographic procedures and introduces vertebral column, skull, facial bones, nasal bones, and sinuses. Experience in pediatric radiography is offered."
RAD-214,Pathology and Cross Sectional Anatomy,2.00,"This course is designed to introduce concepts related to disease and etiological considerations with emphasis on radiographic appearance of disease and impact on exposure factor selection. The course is designed to establish a knowledge base in basic cross sectional anatomy of head, neck, thorax, and abdomen."
RAD-228,Radiographic Procedures,3.00,"This lecture/laboratory course is one of a four course curriculum in radiographic positioning and procedures.  Course provides instruction in standard imaging procedures for the vertebral column, bony thorax, skull, facial bones, and sinuses. Positioning skills will be practiced and reinforced through laboratory assignments. Consideration is given to the evaluation of optimal diagnostic images."
RAD-267,Radiation Physics,4.00,"This lecture course focuses upon fundamental physics for radiologic technology including electrostatics, electrodynamics, electromagnetic induction, fundamentals of x-ray generating equipment, x-ray production, and beam characteristics. X-ray photon interactions with matter will be reviewed."
RAD-271,Digital Image Acquisition and Management,2.00,"This course addresses all technical aspects of digital image acquisition, manipulation, and storage. Course includes digital imaging characteristics, types of imaging systems and system components, digital image acquisition and manipulation, and digital image archiving systems. Also included are principles of imaging system quality assurance and maintenance."
RAD-274,Principles of Radiation Biology,2.00,"This lecture course provides an overview of the principles of the interaction of radiation with living systems. Radiation effects on molecules, cells, tissues, and the body as a whole are presented. Factors affecting biological response to radiation exposure are presented, including acute and chronic effects."
RAD-284,Principles of Computed Tomography,1.00,This online course provides entry level radiography students with principles related to computed tomography (CT) imaging.
RAD-286,Registry Review,2.00,Provides a comprehensive review designed to prepare radiologic technology students for the American Registry of Radiologic Technologists (ARRT) certification examination. An orderly review based on the ARRT radiography content specifications is presented. Test preparation and test-taking strategies are also discussed.
RAD-290,Advanced Clinical Education,3.00,"This is fifth in a sequence of structured, competency based clinical courses in concert with American Society of Radiologic Technologist (ASRT) curriculum and American Registry of Radiologic Technologists (ARRT) competencies. Course emphasizes headword including skull, facial bones, paranasal sinuses, and increasing technical proficiency in all previously covered radiographic procedures. Students will continue to develop trauma radiography skills and advanced mobile radiography skills."
RAD-296,Capstone Clinical Education,1.50,"This is sixth in a sequence of structured, competency based clinical courses emphasizing final mastery of all aspects of professional, entry level radiologic technology. Structured clinical experiences are offered in selected specialty rotations which may include Ultrasound, Computed Tomography, Magnetic Resonance Imaging, Radiation Therapy, Mammography, and Positron Emission Tomography."
REEN-110,Geothermal Systems and Water Furnace Technology,2.00,"Introduces the topic of geothermal energy, identifies geothermal energy sources, and provides an overview of how geothermal energy is used. Emphasizes residential heating using ground source heat pump technology. Covers the installation of a geothermal furnace in a residential application including an initial survey of the home and property, sizing of the unit, and the choice of the type of loop system to use. Also covers installation and maintenance of a geothermal heating system. Access to a working water furnace system and to on campus geothermal wells is available for laboratory activities."
REEN-120,"Wind, Solar, and Fuel Cell Technology",2.00,"Explores the theory of operation and the practical applications of solar thermal, solar photovoltaic, wind turbine, and fuel cell technologies.  Discusses the benefits and drawbacks of alternative energy installations, the technical components of each system, and accommodating siting requirements for each type of installation. Principles of energy conversion, energy efficiency, and energy storage are also addressed."
REEN-130,Smart Home Control Technology,2.00,"Examines both the advantages and the drawbacks of using smart home technology.  Explores all of the options currently available in the different types of systems and technologies.    Topics discussed include the economics of smart home technology, smart home technology and conservation of energy, and how smart home technology can improve standards of living. Demonstrations of the technology and laboratory exercises are included."
REEN-140,Cogeneration and Backup Power,2.00,"Introduces the topics of cogeneration and backup power for use in a residence or business. Explores the various types of both backup power units and uninterruptible power units available today. Addresses site survey, planning, cost, and the installation and maintenance of the units."
REEN-160,Energy Auditing/Weatherization,3.00,"For students seeking to become BPI certified residential energy auditors or to understand the principles of energy auditing. Includes training in the principles of energy transfer, building envelopes, energy auditing, air leakage, insulation, windows and doors, heating systems, cooling systems, indoor air quality, lighting, appliances, and water heating. Students will gain the skills required to perform building inspections and make cost effective recommendations for improving energy efficiency.  At the conclusion of this class students will be able to sit for the Building Performance Institute (BPI) theory written test for Building Analyst certification. REEN 161 is the next class for BPI preparation and  field certification class. The candidate must pass the REEN 160 class (first twelve weeks of one semester) and BPI written theory test to proceed to REEN 161 (last four weeks of the same semester). Recommend co-requisite of REEN 161."
REEN-161,Energy Auditing/Weatherization Certification Lab,1.00,"This certification lab class allows students to apply in the field the concepts introduced in REEN 160. Discusses industry-defined standards, basic energy efficiency improvements, how to evaluate energy consumption, and how to calculate energy costs. Other topics include how to use industry tools to measure energy consumption in residential settings and preparation for the Building Performance Institute (BPI) Building Analyst field exam. Along with a written exam, a field exam enables students to complete the BPI certification process. It is strongly recommended that a student pass REEN 160 and the BPI written theory test before taking REEN 161."
REEN-170,Battery Technologies,3.00,"< p>Covers the development of battery technology over the years. Focuses on applications of emerging technology. Topics include, but are not limited to, battery construction, cell characteristics, electric data, energy density, capacity retention, and cycle life of batteries.  Also includes fundamental formulations and design aspects in secondary batteries used in electric propulsion.  Provides overview of battery technology including acid, nickel metal hydride, and lithium ion cells with their applications for use in hybrid and electric vehicles.  Discusses how to evaluate storage battery technologies, simple voltaic cells with aqueous electrolytes, primary non-rechargeable batteries, and secondary rechargeable batteries. Course work examines developments in stationary and new propulsion systems for hybrid, plug-in hybrid, and electric vehicles. < p>"
REEN-180,Hydropower,2.00,"Examines hydropower as a major component of the world renewable energy mix. Provides a comprehensive overview of the technical application and social, economic, and environmental implications of hydropower as a method of energy generation. Topics include hydropower plant types, development of new hydropower facilities, retrofitting obsolete power stations, and the role of small scale hydropower."
RTH-100,Principles of Respiratory Care,3.00,"An in-depth study of the cardiopulmonary system from fetal development through old age in health and disease. Topics include Respiratory Care history, cardiopulmonary anatomy and physiology, the effects of aging on the pulmonary system, basic pulmonary assessment and an introduction to basic pulmonary diseases"
RTH-130,Therapeutic Procedures I,4.00,"This course provides instruction in beginning therapeutic procedures utilized by the respiratory therapist.  Course content includes basic patient and pulmonary assessment, pulse oximetry, basic gas laws, medical gas administration, oxygen therapy delivery systems, and lung expansion techniques.  Students practice these procedures in a guided laboratory setting.  Course includes 2 hours of lecture and 3 hours of lab each week."
RTH-160,Respiratory Therapy Pharmacology,2.00,"This course focuses on the appropriate and effective administration of respiratory care medications, including an overview of pharmacology, terminology, routes, techniques of administration, and calculation of dosages. The National Asthma Education and Prevention Program (NAEPP) Guidelines for Asthma Management are emphasized."
RTH-170,Therapeutic Procedures II,4.00,"This course provides instruction in therapeutic procedures utilized by the respiratory therapist. Course content includes airway care, emergency life support, bronchial hygiene therapy, and lung expansion therapy. Students practice these procedures in a guided laboratory setting. Course includes 3 hours of lecture and 2 hours of lab each week."
RTH-180,RT Clinical Sciences,3.00,"This course focuses on the clinical application of science to the practice of respiratory care. Topics include oxygenation, acid-base balance, ventilation in health and disease, basic microbiology, common microbial pathogens seen with pulmonary infection and the physical principles of spontaneous and mechanical ventilation. Emphasis is placed on blood gas interpretation, capnography, arterial puncture techniques, and disinfection and sterilization of respiratory care equipment."
