"Course Subject Code","Course Number","Course Title","Credits - Credit Hours - Credit Hours Min","Credits - Credit Hours - Credit Hours Max","Credits - Credit Hours - Credit Hours Value","Credits - Credit Hours - Credit Hours Operator","Credits - Contact Hours - Contact Hours Min","Credits - Contact Hours - Contact Hours Max","Credits - Contact Hours - Contact Hours Value","Credits - Contact Hours - Contact Hours Operator","Credits - Billing Hours - Billing Hours Min","Credits - Billing Hours - Billing Hours Max","Credits - Billing Hours - Billing Hours Value","Credits - Billing Hours - Billing Hours Operator","Credits - Lecture Hours - Lecture Hours Min","Credits - Lecture Hours - Lecture Hours Max","Credits - Lecture Hours - Lecture Hours Value","Credits - Lecture Hours - Lecture Hours Operator","Credits - Lab Hours - Lab Hours Min","Credits - Lab Hours - Lab Hours Max","Credits - Lab Hours - Lab Hours Value","Credits - Lab Hours - Lab Hours Operator","Credits - Other Hours - Other Hours Min","Credits - Other Hours - Other Hours Max","Credits - Other Hours - Other Hours Value","Credits - Other Hours - Other Hours Operator","Credits - Course Count","Credits - Repeatable","Credits - Number Of Repeats","Credits - Number Of Credits","Course Description"
"PHSC","101","PHYS.SCI./CHEM.-PHYS.","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","101  PHYSICAL SCIENCE:  CHEMISTRY AND PHYSICS  4(3-2)

Provides students the opportunity to explore the connections of chemistry and physics as it relates to a variety of occupations. Integrated areas covered include the fundamental principles of light, sound, motion, energy, electricity, magnetism, states of matter, semiconductors, digital imaging, instrumentation components and block diagrams, and scientific conversion/units. 

Prerequisites: MATH122 (may be taken concurrently)

Additional Course Fee: $10.00"
"PHSC","104","PHYSICAL GEOLOGY","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","104  PHYSICAL GEOLOGY    4(3-2)

Study of geologic processes.  Topics include rock and mineral identification, topographic maps, plate tectonics and rock cycle, earthquakes and earth's interior, role of wind and water, glaciation, deserts, mass wasting, shorelines, resources, geologic time and astrogeology.  Includes a two hour laboratory experience per week.

Prerequisites: None

Additional Course Fee: $10.00"
"PHSC","180","PHYSICAL SCI IN ELEMENTARY ED","3","-","-","-","5","-","-","-","5","-","-","-","2","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","180 PHYSICAL SCIENCE IN ELEMENTARY EDUCATION,       FALL, SPRING               3 (2-2)

This is a laboratory-Based course specifically designed for perspective elementary teachers.  This course will aid students in developing meaningful and functional understanding of key physics concepts and their interrelations.  

Prerequisites:  E,M,R
"
"RADT","139","PHYSICS II COMMON EQUIPMENT","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","139 PHYSICS II COMMON EQUIPMENT   4(4-0)

Investigates common equipment and procedures employed in diagnostic radiology. Topics include radiographic technique, x-ray production, scatter control, direct and indirect digital imaging equipment, and fluoroscopy.

Prerequisites: RADT 130 and 131 and 134"
"MUSI","114","PIANO CLASS I","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","114 PIANO CLASS I   2 (2-0)

Beginning piano class for students with little or no prior musical experience. Focus on learning to read music as well as harmonization and transposition.

Prerequisites: None"
"MUSI","115","PIANO CLASS II","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","115  PIANO CLASS II   2(2-0)

Continuation of Piano Class I, with emphasis on increased keyboard facility through technical study, acquisition of simple repertoire, harmonization and transposition.

Prerequisites:  MUSI 114"
"BIOL","120","PLANT BIOLOGY","4","-","-","-","5","-","-","-","5","-","-","-","3","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","120  PLANT BIOLOGY    4(3-2)

A basic course in plant science designed to provide a practical understanding of plant biology, emphasizing plant structure, reproduction, physiology, genetics and nutrition. Within this biological context, the class explores the connection between plants and society with a focus on the use of plants for food production, medicine, and manufactured goods.

Prerequisites: ENGL101 (may be taken concurrently)

Additional Course Fee: $20.00"
"ENGL","215","POETRY","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","215    POETRY    3(3-0)

Appreciation and understanding of poetry.  Study of important aspects of poem: images, figures, symbols, rhythm, sound and tone.  Emphasis on twentieth-century poetry.  Recommended for English majors.

Prerequisites: ENGL101 (may be taken concurrently)"
"CRIM","275","POLICE ACADEMY I","15","-","-","-","15","-","-","-","15","-","-","-","15","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","275 POLICE ACADEMY I   15 (15-0)

This course is the academic portion of the basic training required for all police officers in the State of Michigan and must be taken in conjunction with Police Academy II. This training is certified through the Michigan Commission on Law Enforcement Standards (MCOLES).

Co-requisite: CRIM 276"
"CRIM","276","POLICE ACADEMY II","12","-","-","-","24","-","-","-","24","-","-","-","0","-","-","-","24","-","-","-","-","-","-","-","-","-","-","-","276 POLICE ACADEMY II   12 (0-24)

This course is the experiential-learning portion of the basic training required for all police officers in the State of Michigan and must be taken in conjunction with Police Academy I. This training is certified through the Michigan Commission on Law Enforcement Standards (MCOLES). 

Co-requisite: CRIM 275"
"CRIM","242","POLICE ORGANIZATION AND ADMIN","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","242 POLICE ORGANIZATION AND ADMINISTRATION   3 (3-0)

Functional divisions of organization and operation of modern police department functions studied are management operations, communications, budgeting, public relations, recruiting, and training.

Prerequisites: None"
"POSC","204","POLITICAL PARTIES","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","204  POLITICAL PARTIES    3(3-0)

Examines the development, organization, function, and activities of major and minor political parties, pressure groups (e.g., interest groups), and election administration in the United States.

Prerequisites: POSC101"
"POSC","205","POLITICAL SCI- SPECIAL TOPICS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","205 POLITICAL SCIENCE- SPECIAL TOPICS    3(3-0)

An in-depth study of specific topics in political science or direct involvement in a politically-oriented project. May be in a seminar format, active learning format or be research focused. Students may be involved in selecting projects and research topics. POSC 205 may be repeated in courses of differing topics for a maximum of 6 credits.

Prerequisites: POSC101"
"POSC","295","POLITICAL SCIENCE INTERNSHIP","3","-","-","-","3","-","-","-","1","-","-","-","0","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","295 POLITICAL SCIENCE INTERNSHIP 3 (0-3) 

Experiential learning activities designed to help students make connections between the theory and practice of academic study and the practical application of classroom learning in a professional environment. Internships offer the opportunity to explore career options while gaining relevant experience and professional connections. Students can pursue internships in a variety of national, state, or local settings with government agencies, think tanks, non-profit organizations, political campaigns, law firms, corporations, and interest groups. Instructor permission is required for this course.

NOTE: Students will need to provide their own transportation.

Prerequisites: None"
"HUMN","221","PORTRAITS OF THE ARTIST","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","221     PORTRAITS OF THE ARTIST    3(3-0)

Major concepts that define artists in terms of unique identities, social roles and responsibilities to contemporary audiences and posterity. 

Prerequisites: None"
"MATH","128A","PRE-CALC ALGEBRA ENRICHMENT","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","128A  PRE-CALCULUS ALGEBRA ENRICHMENT   1(1-0)

Provides structured support to build on algebraic knowledge for success in Pre-Calculus Algebra. Pre-Calculus Algebra enrichment is designed for the student who has taken MATH 123 and has sufficient knowledge in basic algebra, but needs a review of concepts from intermediate algebra, or for students who have successfully taken MATH 122 previously and would benefit from a refresher.  Topics include: factoring polynomials, simplifying expressions, solving equations, solving inequalities, functions and their graphs, and systems of equations. 

Prerequisites: MATH 122 or MATH 123 or equivalent minimum test score: ACT Math 23, SAT Math 550 (section), SAT Math 27.5, or Accuplacer Advanced Algebra 237

Corequisite: MATH 128"
"MATH","128","PRE-CALCULUS ALGEBRA","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","128 PRE-CALCULUS ALGEBRA    4(4-0)

Develops a strong foundation in college algebra. Topics include a review of exponents, factoring, equations, graphs and functions, composite functions, inverse functions, exponential and logarithmic functions, systems of equations, linear programming, introduction to matrix algebra, complex numbers, sequences, and the binomial theorem. When taken in addition to MATH130, prepares the students for calculus. 
 
Prerequisites: MATH 122 or equivalent minimum test score: ACT Math 23, SAT Math 550 (section), SAT Math 27.5, or Accuplacer Advanced Algebra 237

NOTE: If MATH 123 is taken as a prerequisite, MATH 128A must be taken as a corequisite"
"MATH","130","PRE-CALCULUS TRIG","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","130 PRE-CALCULUS TRIGONOMETRY   3(3-0)
                                  
Explores the principles and applications of trigonometry. Topics include angle measure, fundamental identities, variation and graphs of trigonometric functions, right angle trigonometry, equations and polar coordinates.  For students who intend to take calculus, this course may be taken after or concurrently with Math 128.

Prerequisites: MATH 122 or equivalent minimum test score: ACT Math 23, SAT Math 550 (section), SAT Math 27.5, or Accuplacer Advanced Algebra 237"
"MATH","135","PRECALCULUS ALGEBRA/TRIG.","5","-","-","-","5","-","-","-","5","-","-","-","5","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","135  PRECALCULUS ALGEBRA/TRIG   5(5-0)

Provides the student with basic algebraic and trigonometric concepts necessary for calculus.  Topics include:  real numbers, inequalities, coordinate systems, functions, polynomials, solutions of polynomial equations, exponential and logarithmic functions, trigonometry and trigonometric functions.

Prerequisites: MATH 122 or or equivalent minimum test score: ACT Math 25, SAT Math 580 (section), SAT Math 29, or Accuplacer Advanced Algebra 250"
"MACH","130","PRECISION INSPECTION","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","130 PRECISION INSPECTION   3 (3-1)Methods of inspecting industrial products. Emphasis on measuring devices such as sine bar, gage blocks, micrometers, vernier scales, electronic comparator, and coordinate measuring machine. Students will develop skills in basic blue print reading, geometric dimensioning and tolerancing, understanding datums, and using the inch and metric systems.Prerequisites: NoneAdditional Course Fee: $15.00"
"INMT","240","PREDICTIVE & PREVENTIVE MAINT.","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","240  PREDICTIVE AND PREVENTIVE MAINTENANCE    3(2-2)

Covers predictive maintenance and corrective maintenance to provide comprehensive support for all plant production and manufacturing systems.  Course emphasizes regular evaluation of critical plant equipment, machinery and systems to detect potential problems, and  develop appropriate maintenance timelines to prevent problems from occurring.

Prerequisites: INMT 204

Additional Course Fee: $15.00"
"PHAR","212","PRESCRIPTION PROC. AND SIM.","4","-","-","-","6","-","-","-","6","-","-","-","2","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","212  PRESCRIPTION PROCESSING &amp; SIMULATIONS   4(2-4)

This course covers lab procedures and skills to prepare patient specific medications for distribution. Preparing, storing, and distribution of medication products are covered.  Topics include application of theoretical and practical aspects of procurement, billing, reimbursement, and inventory management in a pharmacy environment.  

Prerequisites:  PHAR 201"
"DRAM","110","PRIN & PRAC OF ACTING I","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","110 PRINCIPLES AND PRACTICE OF ACTING I   3 (2-2)

This course will explore the principles of acting for the stage with an emphasis on ensemble work, imagination, and creative risk-taking as it pertains to class exercises and scene work. Students will explore character development through movement and voice work including a brief study of general theatre language and terms. The Semester culminates with class production/performance.

Prerequisites: None"
"INS","200R","PRIN OF PROPERTY AND LIABILITY","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","200R PRINCIPLES OF PROPERTY AND LIABILITY INSURANCE   3(3-0)

Basic principles of insurance. Introduction to insurance contracts. Overview of company functions and operations including ratemaking, underwriting, claims, adjusting, and marketing. This course is delivered through a partnership with Rio Salado College.

Prerequisites: INS 100R"
"BUSA","115","PRIN. OF CUSTOMER SERVICE","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","115 PRINCIPLES OF CUSTOMER SERVICE   3 (3-0)

Explores the essential role customer service plays in a modern organization. Examines how evolving customer expectations, cultural diversity, and emerging use of multiple technologies impact customer development and retention. Develops critical skills of communication, listening, questioning, problem-solving and evaluating to build long-term customer relationships.

Prerequisites: None"
"BUSA","203","PRIN. OF ECON. (MACRO)","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","203 PRINCIPLES OF ECONOMICS (MACRO)     3 (3-0) 

Explore the broader economy by focusing on core economic principles and assumptions. Analyze how unemployment, inflation, and economic growth are measured and how they align with economic objectives. Delve into fiscal and monetary policies to understand how government actions influence the business cycle. Develop a comprehensive understanding of macroeconomic tools, applying them to various contexts while evaluating diverse perspectives on government involvement. Apply skills to analyze current social issues from an economic perspective.

Prerequisites: ENGL 101 (may be taken concurrently) and MATH 122 (may be taken concurrently) or equivalent minimum test score: ACT Math 23, SAT Math 550 (composite), SAT Math 27.5 (section), Accuplacer Advanced Algebra 237"
"BUSA","204","PRIN. OF ECON. (MICRO)","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","204 PRINCIPLES OF ECONOMICS (MICRO)    3(3-0)

Explore the micro economy by focusing on how individuals, firms, and governments make interconnected economic choices. Delve into core economic assumptions and build foundational models of individual and firm economic behavior. Analyze market dynamics in both competitive and imperfectly competitive economic structures. Examine factor markets and assess market failures caused by externalities and public goods.

Prerequisites: ENGL 101 (may be taken concurrently) and MATH 122 (may be taken concurrently) or equivalent minimum test score: ACT Math 23, SAT Math 550 (composite), SAT Math 27.5 (section), Accuplacer Advanced Algebra 237"
"DRAM","111","PRIN/PRACT.-ACTING II","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","111  PRINCIPLES AND PRACTICE OF ACTING II   3(2-2)

This course explores various techniques and theories of stage acting with an emphasis on performing scenes.  Course workshops will stress three dimensional character development and ensemble acting.  Additionally, students will develop audition pieces. The Semester culminates with a class production/performance. This course may be taken for credit multiple times.

Prerequisites: DRAM 110"
"BUSA","211","PRINC. OF MANAGEMENT","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","211 PRINCIPLES OF MANAGEMENT   3(3-0)

Principles of management and organization in modern business and industry. Deals with standard, methods and problems in management.

Prerequisites: None"
"BUSA","201","PRINCIPLES OF ACCOUNTING I","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","201 PRINCIPLES OF ACCOUNTING I   4 (4-0) 

The accumulation and presentation of business data with primary emphasis on the external user. Accounting principles will be examined as they apply to individual proprietorships, partnerships, and corporations in the service and merchandising industries.

Prerequisites: None"
"BUSA","202","PRINCIPLES OF ACCOUNTING II","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","202  PRINCIPLES OF ACCOUNTING II   4 (4-0)

Continuation of Principles of Accounting I (BUSA 201). Explores Statements of Cash Flows and financial ratios. Then proceeds to cover many concepts in managerial accounting. Emphasis on corporations’ management controls and use of accounting data for internal reports and decision making.  

Prerequisites: BUSA 201"
"BIOL","111","PRINCIPLES OF BIOLOGY I","4","-","-","-","6","-","-","-","6","-","-","-","3","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","111 PRINCIPLES OF BIOLOGY I   4 (3-3)

Emphasizes molecular biology, cell chemistry, cell structure and function, physiology, growth and development and genetics. For Biology majors and minors, or students planning to transfer to pre-professional programs requiring Biology. Includes a three-hour laboratory experience per week. 

Prerequisites: BIOL 107 or 109 or 110 or 112 or 120; or 2 years high school biology; or 1 year high school biology and 1 year high school chemistry

Additional Course Fee: $20.00"
"BIOL","112","PRINCIPLES OF BIOLOGY II","4","-","-","-","6","-","-","-","6","-","-","-","3","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","112 PRINCIPLES OF BIOLOGY II   4 (3-3) 

Emphasizes principles of evolution, the diversity of living organisms and ecology. This course is intended for Biology majors, or those students planning to transfer to pre-professional programs requiring Biology. Includes a three-hour weekly laboratory.

Prerequisites: BIOL 107 or 109 or 110 or 111 or 120; or 2 years high school biology; or 1 year high school biology and 1 year high school chemistry

Additional Course Fee: $20.00"
"BUSA","209","PRINCIPLES OF MARKETING","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","209 PRINCIPLES OF MARKETING   3 (3-0)

Explores core marketing concepts and emphasizes experiential learning.  Develops strategic thinking skills through the creation of marketing plan segments.  Examines the situation analysis, market research, segmentation, targeting and positioning, and the 4 P&apos;s: Product, Price, Place, and Promotion. 

Prerequisites: None"
"BUSA","105","PRINCIPLES OF RETAILING","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","105 PRINCIPLES OF RETAILING   3 (3-0) 

This course explores the practices of successful retail management through the lens of contemporary retail developments -- multi-channel offerings, customer experience, delivery methods, technology enhancements, brand collaborations, community involvement, and consumer behavior. Students will examine key retail decision variables, including location, merchandise management, pricing, communication and promotion, design, customer service, and store management. Case studies, field trips, and guest speakers allow students to compare a variety of retail formats and discuss challenges and opportunities faced by retailers today.

Prerequisites: None"
"GRDN","200","PRINCIPLES OF TYPOGRAPHY","3","-","-","-","6","-","-","-","6","-","-","-","2","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","200	PRINCIPLES OF TYPOGRAPHY   3(2-4)

This course is an introductory study to the typographic arts from the invention of writing to the advent of the computer age. It infuses an understanding of the historical and sociological pressures driving the development of written language with practical exercises. Emphasis will be placed initially on understanding type as an abstract design element. Once mastered, this principle will be used to communicate more complex ideas and compositions in real-world applications.  Previous relevant experience can serve as course prerequisites with permission of the instructor.

Prerequisites: ART 109 and GRDN 101

Additional Course Fee: $15.00
"
"MATH","265","PROB & STATS FOR ELEM/MID SCH","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","265  PROBABILITY AND STATISTICS FOR ELEMENTARY/MIDDLE SCHOOL TEACHERS    FALL, SPRING                                                                   4 (4-0)

This course explores the basic concepts of statistics and probability appropriate for elementary and middle school teachers.  Topics include statistical techniques for organizing, summarizing, presenting, and interpreting data; sampling techniques; simulation methods; counting techniques; and analytic methods in probability. Graphing calculators are used to reinforce major course ideas.
This course is designed specifically to transfer Western Michigan University's elementary education program and may not transfer to other institutions.

Prerequisites:  R, MATH200 with a C or better"
"COMM","215","PROFESSIONAL COMMUNICATIONS","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","215 PROFESSIONAL COMMUNICATIONS   3 (3-0)

Explores the communication skills linked to professional success. Examines effective communication, from soft skills to emotional intelligence, written correspondence, presentations, and career communication (resumes, networking, interview skills). Develops an ability to analyze situations, put your audience&apos;s needs first, and craft impactful messages that get attention.

Prerequisites: ENGL 101"
"CULI","120","PROFESSIONAL COOKING I","3","-","-","-","5","-","-","-","5","-","-","-","1","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","120 PROFESSIONAL COOKING I   3 (1-4)

This course is designed to give the student an introduction to the professional kitchen and preparation techniques. The student will gain competency in knife skills, food safety practices, fiber component of vegetables, selection and USDA grades of meat, poultry and seafood and their composition, structure and classification; factors affecting tenderness, storage and cooking techniques.

Prerequisites: None

Additional Course Fee: $482.00
"
"HOSP","120","PROFESSIONAL COOKING I","0","2","-","-","0","4","-","-","0","4","-","-","0","1","-","-","0","3","-","-","-","-","-","-","-","-","-","-","120  PROFESSIONAL COOKING I                                              FEE 2(1-3)

This course is designed to give the student an introduction to the professional kitchen and preparation techniques.  The student will gain competency in knife skills, food safety practices, fiber component of vegetables, selection and USDA grades of meat, poultry and seafood and their composition, structure and classification, factors affecting tenderness, storage and cooking techniques.

Prerequisites:  none"
"CULI","220","PROFESSIONAL COOKING II","3","-","-","-","5","-","-","-","5","-","-","-","1","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","220 PROFESSIONAL COOKING II   3 (1-4)

This course reinforces knowledge and skills achieved in Professional Cooking I and helps the student build confidence in techniques of advanced cookery while cooking from menus that exemplify American and regional cuisines. Students participate in food preparation at an advanced level, and attention is given to portion control, plate presentation and team work. 

Prerequisites: CULI 120

Additional Course Fee: $388.00"
"BUSA","104","PROFESSIONAL SALES","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","104   PROFESSIONAL SALES   3 (3-0)

Provides an introduction to professional sales and its integration into the marketing mix with an emphasis on the personal selling process. Topics include professional skills needed to be successful in personal sales, especially credibility, time management, organizing sales operations, sales planning, customer and competitive research, negotiations, listening, and communication. Explores sales management topics to become a valuable member of a professional sales team, ranging from territory management, and sales organization structure to team sales. Emphasizes methodical rigor and practical application. 

Prerequisites: None"
"BUSA","130","PROFESSIONALISM IN THE WORKPLA","1","-","-","-","1","-","-","-","1","-","-","-","1","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","130 PROFESSIONALISM IN THE WORKPLACE   1 (1-0)

Prepares students to engage in the workplace with the attitudes and soft skills required for success  in a professional setting. Examines integrity, work ethic, time management, taking initiative, engagement, resourcefulness, organization, procrastination, self-awareness, and communication. Develops practical tools and techniques for identifying blind spots, setting personal goals, and enhancing career success. 

Prerequisites: None"
"MANU","123","PROGRAMMABLE CONTROLLERS II","2","-","-","-","3","-","-","-","3","-","-","-","1","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","123  PROGRAMMABLE LOGIC CONTROLLERS II    2(1-2)

Course designed to follow MANU 120. Concentrates on understanding and implametation of auxilary auotmation devices including: VFDs, Touch Buttons, Barcode Readers, and 2D Vision.

Prerequisites: MANU 120"
"CIS","119","PROGRAMMING LOGIC & DESIGN","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","119 PROGRAMMING LOGIC & DESIGN     3 (3-0)

This is an introductory course in computer programming logic. The student will learn concepts applicable to all programming languages. Topics include data types, arrays, logic control structures, algorithms, structured programming methods, report generation, memory addressing schemes, functions, and modules. Program logic will be developed using flowcharts and pseudocode. 

Prerequisites: CIS 100 (may be taken concurrently)

Additional Course Fee: $30.00
"
"CIS","295","PROJECT MANAGEMENT","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","295  PROJECT MANAGEMENT   3 (3-0)

Understand the genesis of project management, its concepts, skills, tools, techniques and its importance to improving the success of information technology projects.  

Prerequisites: CIS 100

Additional Course Fee: $30.00"
"PSYC","230","PSYC OF STEREOTYPE & PREJUDICE","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","230  PSYCHOLOGY OF STEREOTYPING & PREJUDICE    3(3-0)

Reviews theories and research on racial, ethnic and religious stereotyping and prejudice.  Examines the developmental roots of these attitudes and beliefs and explores their emotional and behavioral consequences.  Conscious and unconscious processes will be discussed.  In class participation will be strongly encouraged.

Prerequisites: PSYC201 (may be taken concurrently)"
"CIS","167","PYTHON PROGRAMMING","3","-","-","-","4","-","-","-","4","-","-","-","2","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","167 PYTHON PROGRAMMING   3 (3-0)  

Computer Science 1 (CS1) course focused on problem solving, procedural decomposition and mastery of basic skills implemented in the latest version of the Python programming language. Topics include data types, conditionals, loops, arrays, flow control, functions, classes, modules, exception handling, inheritance, recursion, and object-oriented programming. Python lists, tuples, dictionaries, comprehension expressions, iterators, and generators are emphasized. The examples and problems used in this course are drawn from diverse areas such as data mining, cryptography, image processing, astronomy, the Internet, bioinformatics, and game design. GUI and Database programming are also introduced.

By the end of the course students will have a fundamental understanding of programming in Python, techniques used in object-oriented programming, and a solid foundation in key problem-solving skills. Content is aligned with the Certified Entry-Level Python Programmer (PCEP) certification.

Prerequisites: CIS 119

Additional Course Fee: $30.00

"
"MATH","123","QUANTITATIVE REASONING","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","123 QUANTITATIVE REASONING    4(4 - 0)

Develops relevant mathematics and critical thinking skills they will need for their future college courses, their careers, and their civic lives. Utilizes a thematic, contextual approach that covers the fundamental quantitative skill set in depth. Topics include financial math, ratios, rates, percentages, units, descriptive and inferential statistics, linear and exponential modeling, correlation, logic, and probability. This project-based course uses Microsoft Excel and emphasizes conceptual understanding and applications.  Reading of current newspaper articles and exercises involving personal finance are incorporated to place the mathematics in real-world context. 

Prerequisites: ENGL 101 (may be taken concurrently)"
"SOC","205","RACE IN AMERICA","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","205 RACE IN AMERICA 3 (3-0) 

This course is a comprehensive study of race and ethnicity; It provides an exploration of their significance to cultural, social, economic, and political life in the United States. To begin, students learn the historical development of racial and ethnic categories, and the distinctions between individual prejudices and various forms of institutional discrimination. Students examine the experiences of race and ethnicity within various segments of social life, including assimilation, identity formation, immigration, residential segregation, wealth inequality, educational attainment, labor market participation, and crime. Student can expect to complete this course having a substantive understanding of the interplay between race, law, politics, the economy, and culture in the United States. 

Prerequisites: SOC 101 or 102 or 201"
"DENT","176","RADIATION HEALTH AND SAFETY","3","-","-","-","3","-","-","-","3","-","-","-","3","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","176  RADIATION HEALTH AND SAFETY   3 (3-0)

This course provides students with in-depth knowledge of radiation practices in the dental office to protect themselves and patients. Students will learn the purpose of dental images, technique to acquire dental images, the purpose of radiographic equipment, and the legal requirements for maintaining dental images.

Prerequisites: DENT 174

Additional Course Fee: $35.00"
"RADT","145","RADIATION PROTECTION & BIOLOGY","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","145  RADIATION PROTECTION AND BIOLOGY   2(2-0)

Focuses on principles of interaction of radiation with living systems and radiation protection responsibilities of radiographer for patients, personnel, and public.

Prerequisites: RADT 138 and 139 and 140 and 141"
"RADT","134","RADIOGRAPHIC PHYSICS","4","-","-","-","4","-","-","-","4","-","-","-","4","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","134  RADIOGRAPHIC PHYSICS   4(4-0)

Physics as related to the operation of x-ray equipment. Topics include atomic theory, x-ray properties, necessary units of measurement, electricity and electromagnetism, basic electrical circuit components, and electrical circuitry.  

Prerequisites: Acceptance into Radiologic Technology program"
"RADT","131","RADIOGRAPHIC POSITIONING I","8","-","-","-","8","-","-","-","8","-","-","-","6","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","131 RADIOGRAPHIC POSITIONING I   8(6-4)

Radiographic positioning nomenclature used in positioning. Radiographic positioning skills for chest, abdomen, upper extremity, lower extremity, related positioning, image critique, image evaluation and pathology.

Prerequisites: Acceptance into Radiologic Technology program

Additional Course Fee: $300.00"
"RADT","140","RADIOGRAPHIC POSITIONING II","8","-","-","-","10","-","-","-","10","-","-","-","6","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","140 RADIOGRAPHIC POSITIONING II   8(6-4)

Routine Positioning skills of thorax, vertebral columns, contrast studies of the alimentary canal, upper GI, lower GI, renal studies, special views, pathology, and image evaluation.

Prerequisites: RADT 130 and 131 and 134

Additional Course Fee: $303.00"
